GS	GeneList	Qvalues	Direction
PID_RB_1PATHWAY	PPP2CA SMARCB1 TGFB2 RBP2 CCNE1 CDKN1A RAF1 JUN BRD2 BGLAP CREBBP CBX4 CEBPA CDK4 SPI1 TBP ATF2 RUNX2 SMARCA4 MAPK14 TFDP1 DNMT1 CKM CTBP1 ATF7 E2F2 PAX3 MITF UBTF MET SUV39H1 SFTPD MAPK11 CCND3 SKP2 RBBP4 ELF1 ABL1 EP300 HDAC3 CDKN2A CCNA2 E2F3 PPARG E2F1 CCND1 CEBPD CDKN1B CDK2 MYOD1 HDAC1 TAF1 CDK6 CCND2 MAPK9 MDM2 GSC E2F4 SIRT1 AATF RB1 MEF2C PPP2R3B CEBPB CSF2	0.122186685	UP
REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI	RIPK3 CHUK TICAM1 AGER HMGB1 APP IKBKB NFKB2 NFKBIA NFKBIB RELA S100A12 S100B SAA1 TLR3 ZBP1 IKBKG RIPK1	0.123071103	UP
REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	CFHR3 CR1 CD55 CFH CFI CD46 PROS1 CFB LOC653879 C2 C3 C4A C4BPA C4BPB	0.123071103	UP
PID_HDAC_CLASSI_PATHWAY	MBD3 CREBBP SIN3A CHD3 SMAD7 STAT3 TNFRSF1A PRKACA MXD1 SIRT2 WDR77 FKBP3 RAN SUMO1 SIRT5 YY1 NCOR2 HDAC6 MBD3L2 RANGAP1 HDAC1 RANBP2 RELA NR2C1 HDAC9 RBBP4 RBBP7 HDAC3 NCOR1 SMURF1 SMG5 KAT2B ZFPM1 HDAC10 HDAC4 MBD2 PRMT5 MTA2 NFKB1 NFKBIA TFCP2 UBE2I PPARG MAX CHD4 TNF GATAD2B SIRT3 SIRT4 HDAC2 GATA2 SAP18 HDAC11 SIN3B XPO1 SAP30 SIRT6 SIRT1 GATA1 HDAC7 SIRT7 GATAD2A SSPO EP300 HDAC8 HDAC5	0.123071103	UP
PID_RXR_VDR_PATHWAY	RARB NR4A1 NR1H2 VDR RXRB NR1H3 RXRG PPARG NCOA1 THRB RARA PPARD FAM120B PPARA RXRA RARG TNF RPS6KB1 TGFB1 THRA NR1H4 NCOR2 SREBF1 BCL2 ABCA1 MED1	0.123071103	UP
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10	CHUK DDX58 IKBKB MAVS IFIH1 TRIM25 CASP8 RNF135 CASP10 IKBKG RIPK1 FADD	0.123107317	UP
BIOCARTA_MAL_PATHWAY	ROCK1 SRF HRAS MAP4K2 MAPK8 ACTA1 MAP2K2 RAF1 MAP3K1 MAP2K1 MAL HNF1A LIMK1 DIAPH1 RHOA MAPK3 RAC1 CDC42 MAPK1	0.123107317	UP
KEGG_CHRONIC_MYELOID_LEUKEMIA	SOS2 E2F1 CHUK PTPN11 RAF1 SHC1 BAD CTBP2 CTBP1 MAP2K2 BRAF MECOM MAP2K1 IKBKB MDM2 RB1 ABL1 AKT1 AKT2 SHC4 AKT3 NRAS GRB2 STAT5B SMAD3 MAPK3 STAT5A SMAD4 NFKB1 NFKBIA SOS1 MYC MAPK1 RUNX1 PIK3R5 IKBKG HRAS RELA GAB2 CBLB CDKN2A KRAS CBL SHC3 CDKN1B CDKN1A TGFB2 TGFB1 ARAF TGFBR2 TGFBR1 TGFB3 CCND1 PIK3R3 BCL2L1 CDK4 CBLC TP53 E2F3 E2F2 CRK PIK3CA PIK3CB CDK6 CRKL PIK3CD SHC2 HDAC1 BCR HDAC2 PIK3CG PIK3R1 PIK3R2	0.123107317	DN
KEGG_CELL_CYCLE	CDC16 CDC7 CDC45 GADD45B DBF4 ANAPC1 CREBBP MDM2 ABL1 SMC1B LOC728622 GADD45G ATM ATR ANAPC7 RBL2 ANAPC5 RBL1 MYC CDC14B SMC1A CDC14A LOC731751 SKP1 TGFB2 TGFB1 GADD45A STAG1 LOC650621 PLK1 RBX1 STAG2 TGFB3 MCM4 ORC6 CCND1 MAD1L1 MCM3 MCM6 MCM5 YWHAB CCNA2 MCM7 BUB1 CHEK1 WEE2 MCM2 PTTG1 CDC27 CDC25B CDC25C LOC651610 CDC25A CDC6 CDC20 BUB3 YWHAZ CCND2 YWHAH CCNB1 YWHAG YWHAE CCNE1 ORC3 CCND3 PTTG2 SFN E2F1 TFDP1 ZBTB17 CDK1 ESPL1 ANAPC10 RAD21 BUB1B ANAPC11 RB1 SKP2 CUL1 SMAD3 SMAD4 ANAPC2 TFDP2 PRKDC MAD2L1 ANAPC4 SMAD2 YWHAQ CHEK2 CDC23 EP300 GSK3B CDKN2A CDKN1C CDKN1B CDKN1A CDKN2D CCNA1 CDKN2B CDKN2C FZR1 SMC3 ANAPC13 PCNA TTK PKMYT1 CDK2 CDC26 E2F5 CDK4 WEE1 E2F4 E2F3 TP53 E2F2 ORC1 ORC2 CCNE2 CDK6 ORC4 CCNB2 CDK7 MAD2L2 ORC5 HDAC1 HDAC2 CCNH CCNB3	0.123307451	DN
BIOCARTA_AKT_PATHWAY	CASP9 IKBKG FOXO4 CHUK FOXO1 FOXO3 RELA PDPK1 GHR IKBKB AKT1 PIK3CA GH1 PPP2CA FASLG HSP90AA1 YWHAH BAD NFKB1 PIK3CG PIK3R1 NFKBIA	0.123307451	UP
BIOCARTA_NFKB_PATHWAY	IKBKG CHUK MAP3K1 RELA TNF IKBKB IL1A MAP3K7 TNFRSF1B TNFRSF1A TRAF6 MYD88 FADD TLR4 RIPK1 TNFAIP3 TAB1 MAP3K14 IL1R1 NFKB1 IRAK1 TRADD NFKBIA	0.125396603	DN
REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION	AKT3 CDKN1A CDKN1B ADCY1 ADCY2 ADCY3 ADCY5 ADCY6 ADCY7 ADCY8 CHUK ADCY9 THEM4 CREB1 CRK CRKL ADRBK1 ADCY4 AKT1 AKT2 FOXO1 FOXO3 PHLPP1 MTOR RICTOR GRB2 GRB7 RAPGEF1 GSK3A NR4A1 HRAS ITPR2 ITPR3 KRAS MDM2 FOXO4 NCK1 NRAS PDE1A PDE1B PDGFA PDGFB PDGFRA PDGFRB PDPK1 PIK3CA PIK3CB PIK3R1 PIK3R2 PLCG1 PRKACA PRKACB PRKACG PRKAR1A PRKAR1B PRKAR2A PRKAR2B PRKCA PRKCD PRKCE PRKCG MAPK1 MAPK3 MAP2K1 MAP2K2 BAD PTEN TRIB3 RAF1 RASA1 RPS6KB2 MLST8 SOS1 SRC STAT1 STAT3 STAT5A STAT5B STAT6 TSC2 LOC729030 LOC729120 LOC730418 LOC731292 YWHAB MAPKAP1 CALM1 CALM2 CALM3 CAMK4 CASP9 AKT1S1 NCK2 BCAR1 CDK1	0.125396603	DN
KEGG_SPLICEOSOME	EFTUD2 LSM5 SF3A1 HNRNPA1L2 SF3B2 PRPF19 SNRNP27 HNRNPA3 LSM6 USP39 DDX42 NCBP1 SF3B1 MAGOH CDC40 SF3B3 SRSF9 ACIN1 TXNL4A TCERG1 U2AF2 RBM17 PRPF38B THOC1 PLRG1 CCDC12 MAGOHB HSPA8 LSM7 CHERP NAA38 PQBP1 RBMX LSM4 EIF4A3 SF3A3 DDX46 RBM25 PRPF40A THOC3 NHP2L1 PRPF40B LSM2 SRSF8 SF3A2 SMNDC1 BCAS2 NCBP2 PRPF8 LOC120364 THOC4 DDX39B CWC15 DDX23 PRPF18 CDC5L SF3B5 SNRNP40 PRPF31 SNW1 DHX15 WBP11 HNRNPU CTNNBL1 HNRNPK TRA2A SNRNP200 HSPA1L HSPA1B RBM22 HSPA2 HSPA1A ZMAT2 PRPF6 DHX16 U2AF1 PRPF38A HNRNPC DDX5 DHX8 HSPA6 DHX38 ISY1 XAB2 SNRPG SNRPE SNRPF SNRPD2 SNRPD3 SART1 SYF2 CRNKL1 U2SURP HNRNPA1 PRPF3 AQR PRPF4 LSM3 SF3B4 PPIH LOC653884 SLU7 BUD31 PHF5A SRSF10 SRSF6 SNRPA RBM8A SRSF7 SNRPA1 HNRNPM SNRPB TRA2B SNRPB2 PUF60 SRSF5 SNRNP70 PCBP1 PPIL1 SF3B14 SRSF4 SRSF3 SNRPD1 THOC2 SNRPC PPIE SRSF2 SRSF1	0.125396603	DN
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	ACSL1 ACSL3 ACSL4 FASN ACSL6 ACACA ACLY HSD17B12 ACSL5 ELOVL2 ELOVL5 ELOVL1 SLC25A1 ELOVL4 ELOVL6 ELOVL7 ELOVL3 TECR	0.125597077	UP
ST_GA12_PATHWAY	PLD1 RAF1 EPHB2 VAV1 PTK2 F2RL2 MAPK7 BTK JUN PLD3 CFB F2RL3 F2 DLG4 MYEF2 PLD2 RASAL1 NR4A3 SRC MAPK1 MAP2K5 MAPK8 F2RL1	0.126803932	DN
PID_RHOA_REG_PATHWAY	SRGAP1 ARHGAP9 OPHN1 ARHGEF5 ARHGDIA FARP1 RGNEF CDKN1B NET1 MCF2 TRIO ARHGEF12 PLEKHG6 ARHGAP6 ARHGEF10L ARHGEF15 MYO9B ARHGEF10 ABR MCF2L ARHGEF3 RHOA ARHGDIG ARHGEF1 VAV1 BCR VAV2 DEF6 OBSCN AKAP13 ARAP3 ARHGEF25 DLC1 ARHGEF17 ARHGAP35 ARAP1 ARHGEF2 ARHGAP4 ARHGEF11 NGEF ARHGAP8 ARHGDIB ARHGAP5 ECT2 ARHGEF18 VAV3	0.127174075	DN
PID_LPA4_PATHWAY	LPAR4 PRKACA ADCY1 RPS6KA5 ADCY3 PRKCE ADCY8 ADCY4 CREB1 ADCY7 GNAL ADCY2 ADCY6 ADCY9 ADCY5	0.128403716	UP
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	CHUK TICAM1 LY96 TICAM2 IKBKB TLR3 TLR4 IKBKG RIPK1 CD14	0.128403716	DN
REACTOME_SIGNALING_BY_BMP	FSTL1 SMAD1 SMAD4 SMAD5 SMAD6 SMAD7 SMURF1 GREM2 SMURF2 SKI BMP2 BMPR1A BMPR1B BMPR2 LOC731429 UBE2D1 UBE2D3 CHRDL1 ACVR2A NOG ACVR2B CER1 ZFYVE16	0.128403716	UP
KEGG_WNT_SIGNALING_PATHWAY	JUN LRP5 LRP6 PPP3R2 SFRP2 SFRP1 PPP3CC VANGL1 PPP3R1 FZD1 FZD4 APC2 FZD6 FZD7 SENP2 FZD8 LEF1 CREBBP FZD9 PRICKLE1 CTBP2 ROCK1 CTBP1 WNT9B WNT9A CTNNBIP1 DAAM2 TBL1XR1 MMP7 CER1 MAP3K7 VANGL2 WNT2B WNT11 WNT10B DKK2 LOC728622 CHP2 AXIN1 AXIN2 DKK4 NFAT5 MYC SOX17 CSNK2A1 CSNK2A2 NFATC4 CSNK1A1 NFATC3 CSNK1E BTRC PRKX SKP1 FBXW11 RBX1 CSNK2B SIAH1 TBL1Y WNT5B CCND1 CAMK2A NLK CAMK2B CAMK2D CAMK2G PRKACA APC PRKACB PRKACG WNT16 DAAM1 CHD8 FRAT1 CACYBP CCND2 NFATC2 NFATC1 CCND3 PLCB2 PLCB1 CSNK1A1L PRKCB PLCB3 PRKCA PLCB4 WIF1 PRICKLE2 PORCN RHOA FRAT2 PRKCG MAPK9 MAPK10 WNT3A DVL3 RAC2 DVL2 RAC3 FZD3 DKK1 CXXC4 DVL1 FOSL1 CUL1 WNT10A WNT4 SMAD3 TCF7 SMAD4 RAC1 TCF7L2 SMAD2 WNT1 MAPK8 EP300 WNT7A GSK3B WNT7B PSEN1 WNT8A WNT8B WNT2 WNT3 WNT5A WNT6 CTNNB1 PPP2CB PPP2CA PPP2R1A TBL1X PPP2R1B ROCK2 NKD1 FZD10 FZD5 NKD2 TCF7L1 RUVBL1 PPARD PPP3CB TP53 PPP3CA PPP2R5A PPP2R5E PPP2R5D PPP2R5C PPP2R5B FZD2 SFRP5 SFRP4 CHP	0.128403716	UP
BIOCARTA_COMP_PATHWAY	MASP1 C9 C2 C1S C6 C3 C5 C1QB CFD C1QA C1R C1QC MBL2 C4B C4A MASP2 C8A C7 CFB	0.128659461	DN
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION	MED6 MED16 CDK8 YAP1 NCOA2 PPARGC1A GLIPR1 MED8 APOA5 PLIN2 PPARGC1B CPT1A CPT2 CREBBP CTGF CYP1A1 CYP4A11 CYP7A1 AGT ABCA1 EP300 ESRRA ALAS1 FABP1 ACSL1 MED19 FDFT1 FHL2 NCOA6 CDK19 MED13L WWTR1 TIAM2 ANKRD1 TNFRSF21 MED4 GRHL1 HMGCR HMGCS1 HMGCS2 APOA1 APOA2 ACADM SLC27A1 FADS1 MED11 ARNTL ME1 NFYA NFYB NPAS2 NRF1 G0S2 ACOX1 MED31 ANGPTL4 MED15 ABCB4 UGT1A9 PPARA PPARG MED1 MED18 MED9 MED29 TRIB3 RORA RXRA SMARCD3 SREBF1 SREBF2 SULT2A1 MED22 TBL1X TEAD1 TEAD4 TEAD3 TXNRD1 TBL1XR1 MED25 NCOA3 MED10 TEAD2 PRIC285 NCOA1 PEX11A HDAC3 CCNC MED30 MED14 MED21 MED23 MED17 MED26 MED27 MED7 MED20 CD36 NR1D1 CLOCK NCOR1 TGS1 MED24 MED12	0.128659461	UP
REACTOME_METABOLISM_OF_POLYAMINES	ADC PAOX AMD1 GOT1 MTAP ODC1 APIP SMOX ADI1 ENOPH1 SAT1 SMS SRM AGMAT MRI1	0.129292888	DN
KEGG_LYSINE_DEGRADATION	SUV39H2 AASDHPPT DLST ALDH1B1 AASDH ALDH2 ACAT2 PLOD2 PLOD1 TMLHE EHMT2 ACAT1 SETD8 HADH SETMAR OGDH HADHA BBOX1 AASS ECHS1 ALDH9A1 ALDH3A2 SUV420H1 SUV39H1 ASH1L SETD1B DOT1L WHSC1 EHHADH OGDHL SETD1A GCDH SUV420H2 SETD7 ALDH7A1 WHSC1L1 EHMT1 SETDB1 AADAT SETD2 SETDB2 PLOD3 NSD1 PIPOX	0.129292888	DN
BIOCARTA_GH_PATHWAY	SRF HRAS RAF1 PRKCB PRKCA SHC1 SLC2A4 SOCS1 HNF1A INS PTPN6 MAP2K1 GHR JAK2 PIK3CA GH1 PLCG1 GRB2 MAPK3 IRS1 STAT5B STAT5A INSR PIK3CG PIK3R1 SOS1 MAPK1 RPS6KA1	0.129292888	DN
PID_NFKAPPAB_ATYPICAL_PATHWAY	PIK3CA NFKB1 CSNK2B SYK CSNK2A1 PIK3R1 SSPO MAPK14 LCK NFKBIA RELA SRC BCL3 IKBKB ARRB2 REL CSNK2A2	0.129292888	DN
BIOCARTA_MAPK_PATHWAY	MEF2C JUN MEF2D MAX MEF2BNB-MEF2B CHUK RAF1 MEF2A STAT1 SHC1 ELK1 PAK2 CEBPA MKNK1 MAP2K4 RIPK1 ATF2 RAPGEF2 MAPK9 MAP3K5 MAP4K3 MAPK10 MAPK11 MAP2K2 MAP4K4 BRAF RPS6KA5 MAP2K3 MAP3K1 MAPK13 MAP3K3 MAP2K1 MAP3K4 MAP2K7 MAP3K10 MAP3K9 IKBKB MAP2K5 MAP3K11 CREB1 MAP2K6 MAP3K7 MAP3K8 MAP3K12 MAP3K6 MAP4K1 MAP4K5 RPS6KA2 RPS6KA3 DAXX RPS6KB1 RPS6KB2 GRB2 MAPK3 MAPK4 RPS6KA4 MAPK6 NFKB1 MAPK7 RAC1 NFKBIA MYC RPS6KA1 MAPK1 MAPKAPK3 HRAS MAP4K2 MAPK8 MAPKAPK5 MAPK14 MAPK12 RELA MAPKAPK2 TGFB2 MKNK2 TGFB1 TRAF2 ARAF MAP3K14 TGFBR1 TRADD TGFB3 PAK1 SP1 MAP3K13 FOS MAP3K2	0.129292888	DN
PID_PS1_PATHWAY	TLE1 DKK1 PPP2R5D APH1A JUN DLL1 KREMEN2 SSPO HNF1A AES FBXW11 DTX1 CSNK1A1 LRP6 MAP3K7 PSEN1 CTNNB1 NCSTN WNT1 NOTCH1 DKK2 NKD1 NEDD4 FRAT1 MAPK3 MYC FZD1 DVL1 AXIN1 FOS TAB1 APH1B PSENEN CSNK2A1 WIF1 PPARD ADAM10 RBPJ GSK3B CTBP1 MAPK1 CREBBP CCND1 NLK HDAC1 APC	0.129292888	UP
KEGG_NOTCH_SIGNALING_PATHWAY	HES5 DTX3 NOTCH4 DTX3L NOTCH3 NOTCH2 EP300 HES1 NOTCH1 NUMB PSEN2 PSEN1 PTCRA SNW1 APH1A KAT2A ADAM17 RFNG RBPJ DTX1 CREBBP DTX2 MAML1 CTBP2 NCOR2 CTBP1 DVL3 JAG2 DVL2 NUMBL MAML2 KAT2B DLL4 PSENEN DLL3 DVL1 CIR1 DLL1 LFNG JAG1 MAML3 HDAC1 HDAC2 NCSTN DTX4 MFNG RBPJL	0.129292888	DN
REACTOME_OXYGEN_DEPENDENT_PROLINE_HYDROXYLATION_OF_HYPOXIA_INDUCIBLE_FACTOR_ALPHA	EGLN2 EGLN3 EPAS1 HIF1A EGLN1 RPS27A HIF3A TCEB1P3 TCEB1 TCEB2 RPS27AP11 UBA52 UBE2D1 UBE2D2 UBE2D3 VHL CUL2 RBX1	0.129292888	UP
BIOCARTA_ALK_PATHWAY	MEF2C WNT1 NPPB NPPA NOG GSK3B GATA4 CTNNB1 TGFB2 CHRD HNF1A MYL2 TGFB1 FZD1 ATF2 SMAD5 TGFBR3 TGFBR2 TGFBR1 NKX2-5 TGFB3 SMAD6 BMPR2 BMPR1A ACVR1 RFC1 BMP4 APC BMP2 MAP3K7 BMP7 DVL1 BMP5 BMP10 AXIN1 SMAD4 SMAD1	0.129292888	UP
REACTOME_SIGNALING_BY_EGFR_IN_CANCER	AKT3 ADAM10 SPRY1 SPRY2 STAM2 CDKN1A CDKN1B ADCY1 ADCY2 ADCY3 ADCY5 CDC37 ADCY6 ADCY7 ADCY8 CHUK ADCY9 THEM4 AP2M1 AP2S1 CLTA CLTC CREB1 CSK ADRBK1 AP2A1 AP2A2 AP2B1 EGF EGFR ADCY4 EPS15 AKT1 AKT2 FOXO1 FOXO3 PHLPP1 MTOR RICTOR GAB1 LRIG1 GRB2 GSK3A EPN1 SH3KBP1 NR4A1 HRAS HSP90AA1 ITPR2 ITPR3 KRAS MDM2 FOXO4 NRAS PDE1A PDE1B PDPK1 PIK3CA PIK3R1 PLCG1 PRKACA PRKACB PRKACG PRKAR1A PRKAR1B PRKAR2A PRKAR2B PRKCA PRKCD PRKCE PRKCG PAG1 MAPK1 MAPK3 MAP2K1 MAP2K2 BAD PTEN TRIB3 EPS15L1 RAF1 RPS6KB2 RPS27A MLST8 SH3GL2 SHC1 SOS1 SRC ADAM17 TSC2 RPS27AP11 LOC729120 LOC730418 UBA52 LOC731292 YWHAB MAPKAP1 CALM1 STAM ADAM12 CALM2 CALM3 CAMK4 CASP9 AKT1S1 CBL HGS CDK1 CDC42	0.131021673	UP
ST_WNT_CA2_CYCLIC_GMP_PATHWAY	ITPR1 PDE6H CAMK2D PDE6D CAMK2G CAMK2A PDE6C CFB PDE6B TF CAMK2B NFAT5 ITPR2 PDE6A ITPKA PDE6G SLC6A13 ITPR3 DAG1 ITPKB	0.131021673	UP
REACTOME_TAK1_ACTIVATES_NFKB_BY_PHOSPHORYLATION_AND_ACTIVATION_OF_IKKS_COMPLEX	NOD1 TAB1 CHUK AGER TAB2 TAB3 HMGB1 APP IKBKB IRAK1 IRAK2 NFKB2 NFKBIA NFKBIB RELA S100A12 S100B SAA1 NOD2 MAP3K7 TRAF6 IKBKG RIPK2	0.131021673	UP
REACTOME_SIGNALING_BY_NOTCH4	ADAM10 JAG1 NCSTN DLL1 JAG2 NOTCH4 APH1A DLL4 PSENEN PSEN1 PSEN2 APH1B	0.133709655	UP
REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	PARP1 HDAC1 SMAD2 SMAD3 SMAD4 TRIM33 PPM1A TGIF2 RPS27A SMURF2 SKI SKIL TGIF1 RPS27AP11 UBA52 UBE2D1 UBE2D3 USP9X NCOR1 NCOR2	0.133709655	UP
PID_IL1_PATHWAY	UBE2N MAP2K6 PIK3CA CHUK NFKB1 IKBKG TRAF6 IL1R2 MAP3K3 RELA MAP3K7 SQSTM1 PRKCI IKBKB TAB2 MYD88 PRKCZ IL1RAP UBE2V1 IRAK1 JUN IL1B MAPK8 TICAM2 ERC1 IRAK4 TAB1 PIK3R1 CASP1 IL1R1 IL1RN IL1A TOLLIP IRAK3	0.135822904	UP
BIOCARTA_RAS_PATHWAY	CASP9 HRAS FOXO4 CHUK RALA RAF1 BCL2L1 ELK1 RELA MAP2K1 RALBP1 RALGDS AKT1 PIK3CA RHOA PLD1 MAPK3 BAD NFKB1 PIK3CG RAC1 PIK3R1 CDC42	0.136926314	DN
REACTOME_SIGNALING_BY_NOTCH2	ADAM10 JAG1 NCSTN DLL1 JAG2 NOTCH2 APH1A DLL4 PSENEN PSEN1 PSEN2 APH1B	0.141424029	DN
REACTOME_MITOTIC_G1_G1_S_PHASES	CDK2 CDK4 CDK6 PSMD14 CDK7 CDKN1A CDKN1B CDKN2A CDKN2B CDKN2C CDKN2D DBF4 CKS1B LIN54 DHFR DYRK1A E2F1 E2F2 E2F3 E2F4 E2F5 ORC6 ORC3 POLA2 FBXO5 PPP2R3B LIN9 RPA4 HDAC1 MAX MCM2 MCM3 MCM4 MCM5 MCM6 MCM7 MNAT1 LOC441488 MYBL2 MYC ORC1 ORC2 ORC4 ORC5 PCNA POLA1 POLE POLE2 PPP2CA PPP2CB PPP2R1A PPP2R1B PPP2R2A MCM10 PRIM1 PRIM2 LIN37 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMB1 PSMB2 PSMB3 PSMB4 PSMB5 PSMB6 PSMB7 PSMB8 PSMB9 PSMB10 PSMC1 PSMC2 PSMC3 PSMC4 PSMC5 PSMC6 PSMD1 PSMD2 PSMD3 PSMD4 PSMD5 PSMD7 PSMD8 PSMD9 PSMD10 PSMD11 PSMD12 PSMD13 PSME1 PSME2 RB1 RBBP4 RBL1 RBL2 CCND1 RPA1 RPA2 RPA3 RPS27A RRM2 RBBP4P1 DHFRP1 LOC645084 SKP1 SKP2 LOC652826 TFDP1 TK2 RPS27AP11 TYMS LOC729964 UBA52 WEE1 CDT1 CDC7 CDC45 MCM8 CUL1 CCNA2 CCNA1 CCNB1 CCND2 CCND3 CCNE1 CCNH PKMYT1 CCNE2 LIN52 PSMF1 CDK1 PSMD6 CDC6 CDC25A	0.142111339	DN
BIOCARTA_STRESS_PATHWAY	JUN LTA IKBKG MAP4K2 MAPK8 CHUK MAPK14 RELA TNF MAP2K4 CRADD TRAF2 TANK RIPK1 MAP3K14 TRADD MAP2K3 MAP3K1 IKBKB MAP2K6 CASP2 TNFRSF1A ATF1 NFKB1 NFKBIA	0.14308845	DN
REACTOME_COMPLEMENT_CASCADE	MASP2 CFHR3 CR1 CRP CD55 CFD CFH CFI MBL2 CD46 PROS1 MASP1 CFB LOC651536 LOC653879 C1QA C1QB C1QC C1S C2 C3 C4A C4BPA C4BPB C5 C6 C7 C8A LOC731066 C8B C8G C9	0.146138578	UP
ST_FAS_SIGNALING_PATHWAY	TUFM EZR SMPD1 MET NFKBIB CASP3 PARP1 NR0B2 PFN1 CAD MAP2K7 EPHB2 TRAF2 MAP3K1 HSPB1 MAPK8IP3 TONSL AGFG1 BAK1 ROCK1 MAP3K5 TP53 MAPK10 FAS DAXX DIABLO MAPK8 EGFR NFKBIA DEDD2 PFN2 BFAR IL1A MAPK8IP2 TPX2 FAIM2 NFAT5 MAPK8IP1 PTPN13 XIAP BAX RIPK1 CASP8 NFKB2 CASP10 CDK2AP1 MAP2K4 FAF1 ALG2 CD7 NFKBIE IL8 FADD TNFRSF6B MAPK9 BTK DEDD CSNK1A1 NFKB1 RALBP1 CASP8AP2 MAPK1 NCS1 NFKBIL1 DFFA	0.151754296	UP
BIOCARTA_NTHI_PATHWAY	MAPK11 CHUK MAPK14 MAP2K3 EP300 RELA NR3C1 TNF IKBKB MAP2K6 MAP3K7 DUSP1 MYD88 CREBBP SMAD3 SMAD4 MAP3K14 TGFBR2 IL1B TLR2 NFKB1 TGFBR1 NFKBIA IL8	0.151754296	DN
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	CDX2 GPR119 CTNNB1 DPP4 SEC11A GATA4 GCG GIP GNB3 FFAR1 SPCS1 GRP O3FAR1 ISL1 LEP PAX6 PCSK1 GNG13 SPCS3 LOC653566 SEC11C SPCS2	0.155511346	DN
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	ACOT4 TECR BAAT ELOVL5 ELOVL6 ACOT2 YOD1 ELOVL2 FADS1 FADS2 ACOX3 PECR SCD5 SCD PTPLA ACAA1 HADHA ACOT1 ACOT7 ACOX1 HSD17B12 PTPLB	0.155511346	DN
REACTOME_L1CAM_INTERACTIONS	RANBP9 STIP1 AP2M1 AP2S1 CLTA CLTC CNTN1 CSNK2A1 CSNK2A2 CSNK2B NCAN AP2A1 AP2A2 AP2B1 DCX DLG1 DLG3 DNM1 DNM2 DPYSL2 EGFR ALCAM FGFR1 KIF4A CNTN6 RPS6KA6 LAMA1 KIF4B ANK1 ANK3 ITGA1 ITGA2 ITGA2B ITGA5 ITGA9 ITGAV ITGB1 ITGB3 KCNQ2 KCNQ3 L1CAM LAMB1 LAMC1 MSN NCAM1 NRCAM PAK1 SPTBN5 SCN3B MAPK1 MAPK3 MAP2K1 MAP2K2 KIAA1598 SPTBN4 RAC1 RDX RPS6KA1 RPS6KA2 RPS6KA3 SCN1B SCN2A SCN2B SCN4A SCN5A SCN7A SCN8A SDCBP SH3GL2 LOC650400 SPTA1 SPTAN1 SPTB SPTBN1 SPTBN2 SRC CNTN2 LOC731231 EZR CNTNAP1 NUMB NRP2 NRP1 RPS6KA4 RPS6KA5 CD24	0.157060134	DN
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	NR2E3 NR1H3 NR2C2AP NR0B1 NR2F6 ESR1 ESR2 ESRRA ESRRB ESRRG NR5A2 NR5A1 NR6A1 NR3C1 NRBP1 NRBF2 NR4A1 HNF4A HNF4G AR NR3C2 NR4A2 PGR PPARA PPARD PPARG MED1 RARA RARG RORA RORB RORC RXRA RXRB RXRG NR2F1 THRA THRB NR2E1 LOC728381 LOC731106 NR1H2 VDR NR4A3 NR0B2 NR1I2 NR1D1 NR1I3 NR1D2	0.158910202	DN
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY	PTGS2 MITF KRT8 MEF2A SLC9A1 ESR1 RPS6KA4 KRT19 MAPKAPK2 ATF2 MAPK11 JUN GDI1 HSPB1 CEBPB MAPKAPK5 ATF6 MAPK14 HBP1 CSNK2B MKNK1 PLA2G4A RPS6KA5 DDIT3 NOS2 EIF4E EIF4EBP1 MAPKAPK3 ATF1 USF1 TP53 MEF2C RAB5A CSNK2A1 PPARGC1A CREB1 CSNK2A2 ELK4	0.158910202	DN
REACTOME_REGULATION_OF_HYPOXIA_INDUCIBLE_FACTOR_HIF_BY_OXYGEN	EGLN2 EGLN3 CREBBP EP300 EPAS1 EPO HIF1A ARNT EGLN1 HIF1AN RPS27A HIF3A TCEB1P3 TCEB1 TCEB2 RPS27AP11 UBA52 UBE2D1 UBE2D2 UBE2D3 VEGFA VHL CA9 CUL2 RBX1	0.162785039	UP
