Term Id	Term	Category	Hypergeometirc p-value	Literature score	# of genes	nominal p-value	FDR q-value	Normalized enrichment score	Direction	Gene list
ZHAN_MULTIPLE_MYELOMA_SPIKED	ZHAN_MULTIPLE_MYELOMA_SPIKED	msigdb_c2	3.482139611435294E-5	2.5733962555051764	20	0.0810811	0.143864	1.41742	UP	CTGF(0.776473) MAL(0.362084) FBLN2(0.357212) MS4A1(0.315276) DUSP2(0.20002) LTB(0.191482) CCND1(0.143917) AREG(0.118398) CST6(0.0278226) DSC3(0.0146437) CRYBB1(0.00625133) AZGP1(0.00204576) GNAT1(-0.00661293) IFIT3(-0.0226273) EDNRB(-0.0754858) FGFR3(-0.100809) LGALS3BP(-0.121672) IFI27(-0.199709) TSPAN7(-0.209494) GALNT3(-0.352037)
WEBER_METHYLATED_IN_COLON_CANCER	WEBER_METHYLATED_IN_COLON_CANCER	msigdb_c2	3.0121906474212337E-4	2.5830483044737567	11	0.0875912	0.143906	1.41724	UP	WWTR1(0.418939) FOXF1(0.227785) GATA3(0.180305) TGFB2(0.0705676) SHH(0.0462098) PAX6(0.0424599) ALX4(0.0324983) ADAM12(0.0184449) WSCD2(-0.00920561) RPS27L(-0.0232138) DAP(-0.0751467)
CASTELLANO_NRAS_TARGETS_UP	CASTELLANO_NRAS_TARGETS_UP	msigdb_c2	2.8879354664638015E-8	1.776857098483662	57	0.0460829	0.144496	1.41652	UP	MGP(0.796678) VNN1(0.657213) CFH(0.440871) CRIP2(0.394298) PLTP(0.347204) PENK(0.276485) TUBB2A(0.271304) NPR3(0.228826) KCTD12(0.226763) IFI16(0.221711) CX3CL1(0.218598) ADCY2(0.185298) SERPINE2(0.170895) PHLDA3(0.164408) TMEM43(0.159706) CRABP2(0.145934) LSP1(0.139337) ZNF32(0.122619) GJA1(0.118285) LBP(0.11061) CLEC11A(0.0980895) IFIT1(0.0836017) ISG15(0.0690754) SARDH(0.0563149) DLX5(0.0466247) GBP1(0.0359422) MMP13(0.0300948) IL1RN(0.0276121) PQLC3(0.0249462) ITIH2(0.0215874) USP18(-1.83539E-4) ERCC5(-0.00245832) STAT1(-0.0120115) B2M(-0.0173736) AK1(-0.0312387) PON3(-0.0383152) EPHX1(-0.0408041) PPP1R7(-0.0499713) TAP1(-0.0507785) PTX3(-0.0615639) CCNG1(-0.0659358) IFI35(-0.0664647) BAX(-0.0898406) FNDC3A(-0.0981902) IFIH1(-0.0984002) IL13RA1(-0.111574) PSMB8(-0.118084) LCN2(-0.125621) YIF1A(-0.145074) AIM1(-0.164148) ANXA4(-0.193378) ACADM(-0.197484) ENPEP(-0.220132) MEST(-0.257996) SDC1(-0.273075) PERP(-0.275043) NQO1(-0.347691)
KIM_HYPOXIA	KIM_HYPOXIA	msigdb_c2	2.8921106052979878E-8	2.9546719386851343	25	0.0705882	0.144499	1.41636	UP	ENO2(0.50962) NKX3-2(0.312918) BNIP3(0.295464) JUN(0.271789) ICAM1(0.171279) IL6(0.163519) SAP30(0.154195) ANGPTL4(0.122104) SERPINE1(0.116828) IGFBP3(0.0991514) ALDOC(0.0874214) PDLIM4(0.0597801) AMPD3(0.0213784) GYS1(0.0150346) PFKP(0.0142407) BNIP3L(-0.00137437) BACH1(-0.0356674) VEGFA(-0.0476264) TPI1(-0.0561712) LDHA(-0.0694014) ALDOA(-0.0806846) SLC2A1(-0.0939552) CCNG2(-0.0958891) F3(-0.158464) PLIN2(-0.160804)
HENDRICKS_SMARCA4_TARGETS_UP	HENDRICKS_SMARCA4_TARGETS_UP	msigdb_c2	2.861890756489891E-8	1.915867759674622	50	0.0552147	0.145158	1.41555	UP	CCL2(0.496974) MAP1B(0.424411) ITGA5(0.338519) ATP2B4(0.333711) EMP3(0.323793) LGALS1(0.282647) JUN(0.271789) THY1(0.240188) ARL4C(0.219102) PDP1(0.188826) CTSH(0.179404) SERPINE2(0.170895) MFGE8(0.148998) FADS3(0.146783) PTPN7(0.144276) IGFBP4(0.119039) TPM1(0.0943727) AHNAK(0.0788193) LOXL2(0.0759493) DCBLD2(0.0644986) SMARCA2(0.0561339) IFI30(0.0532741) KRT15(0.041308) PHLDB1(0.0410011) TEC(0.0291173) PSG4(0.0233621) PSG5(0.0155969) LMNA(0.0131109) CTSB(0.00499725) S100A2(-0.00155529) SMARCA4(-0.00351364) UBE2H(-0.00468915) ITGA3(-0.0195901) GADD45A(-0.0394516) PLXNB2(-0.0485799) PSG9(-0.0610906) ACTN4(-0.0655837) EPHB2(-0.0726131) MT1H(-0.0759102) FOSL2(-0.0841624) FHL2(-0.086059) CDKN1A(-0.110347) FLNB(-0.12038) AIM1(-0.164148) ABHD2(-0.171058) KRT18(-0.20236) MMP1(-0.224284) HKDC1(-0.256753) AGT(-0.266057) PERP(-0.275043)
LIU_CDX2_TARGETS_UP	LIU_CDX2_TARGETS_UP	msigdb_c2	5.1610710691007595E-17	3.5938650930127216	36	0.0412371	0.146279	-1.48055	DOWN	VIL1(-0.382367) ANPEP(-0.340835) HOXA9(-0.323888) SI(-0.31069) AGR2(-0.286481) KLF5(-0.263015) MUC2(-0.242839) TSPAN1(-0.223348) VDR(-0.214086) KRT20(-0.202655) CDX1(-0.185302) ATOH1(-0.14962) HOXA7(-0.128889) HEPH(-0.128692) KLF4(-0.09521) DNMT3B(-0.0318266) JAG1(-0.0166877) FABP2(-0.0111763) HOXA2(-0.00850421) PSEN2(0.0187503) LYZ(0.0302941) MSI1(0.0321057) SOX10(0.0578289) SCT(0.0655036) IL2RB(0.0679953) PGC(0.07377) MUC6(0.080117) GABRR2(0.0872757) CDX4(0.0920358) FABP6(0.0926243) NPR1(0.100852) NOTCH4(0.163079) NPR3(0.228826) CFD(0.387238) HBEGF(0.391649) NOTCH3(0.400241)
VARELA_ZMPSTE24_TARGETS_UP	VARELA_ZMPSTE24_TARGETS_UP	msigdb_c2	9.106409318404335E-5	1.720374082607417	36	0.0493827	0.14661	1.41378	UP	ZBTB16(0.758249) ATF3(0.579587) LEPR(0.375578) ADARB1(0.239794) BTG2(0.224134) RGS16(0.190159) DDIT4(0.182496) TNFRSF1B(0.142037) MYC(0.127473) CYP26A1(0.0997811) CIRBP(0.0942082) NCDN(0.0806789) BAIAP2(0.079326) ZFP36L2(0.0696362) CD14(0.0634569) MAPKAPK2(0.057554) ATF4(0.0537846) TXNIP(0.0498736) CUX2(0.0454719) PI4K2A(0.0400625) NR1D1(0.0327803) ERF(0.0310637) GADD45B(0.020836) C15orf39(0.00638785) MKNK2(-0.00775504) SESN1(-0.0171515) BCL2L1(-0.0277874) CSNK1D(-0.0369467) GADD45A(-0.0394516) CRCP(-0.0410698) GADD45G(-0.0425546) TIPRL(-0.0476098) CDKN1A(-0.110347) KLF3(-0.178878) SLC20A1(-0.184725) HIST1H1C(-0.249593)
ZHAN_LATE_DIFFERENTIATION_GENES_UP	ZHAN_LATE_DIFFERENTIATION_GENES_UP	msigdb_c2	5.027337491541042E-6	1.8705852858224712	33	0.0559322	0.146622	1.41348	UP	CAV2(0.467466) CAV1(0.415931) FHL1(0.385504) EMP3(0.323793) PECAM1(0.235331) PAM(0.227982) IGF1(0.216195) ITGA4(0.183755) PPT1(0.136906) CCR2(0.136318) DUSP5(0.123795) BCL2(0.118696) SLC39A6(0.114666) BMI1(0.0865919) SELPLG(0.083313) ATOX1(0.0371244) MCFD2(0.0350525) RHEB(0.0223365) SRSF7(-7.07956E-4) JAG1(-0.0166877) BMP6(-0.0193657) DYNLT3(-0.0216608) P4HA1(-0.0288593) HDLBP(-0.0457512) S100A6(-0.063156) AMPD1(-0.0874908) TSPAN3(-0.101594) ARPC1A(-0.103931) HEXB(-0.106965) CAPN2(-0.128302) ACAT1(-0.197308) PIP5K1B(-0.227211) XK(-0.343189)
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_ACTIVITY_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	msigdb_c2	1.147684708850927E-7	3.8255222297692955	16	0.0928571	0.146671	1.41385	UP	IGFBP5(0.544711) IGF2(0.460927) IGFBP6(0.359197) CTSG(0.230769) MMP2(0.127428) IGFBP4(0.119039) IGFBP3(0.0991514) PAPPA(0.0950415) IGFALS(0.0577039) PAPPA2(0.0573367) KLK3(0.0449515) F2(0.0156505) IGFBP1(-0.0372744) PLG(-0.0464034) IGFBP2(-0.177685) MMP1(-0.224284)
KYNG_RESPONSE_TO_H2O2	KYNG_RESPONSE_TO_H2O2	msigdb_c2	9.974674993342694E-7	1.6671665699300044	66	0.0497738	0.146767	1.41348	UP	CRYAB(0.664098) TGFBR3(0.426965) CFD(0.387238) AEBP1(0.334559) MCAM(0.309219) CD81(0.235025) TSPAN4(0.221679) PKIA(0.193911) HCFC1R1(0.188717) ENG(0.187792) GDF15(0.187199) SRGN(0.171183) IFI6(0.133907) SERPINH1(0.120686) MPV17(0.113003) PTP4A3(0.108892) FLOT2(0.101036) TAL1(0.0979718) EID1(0.0975134) OAZ2(0.0822324) PFDN5(0.073523) RAB36(0.0617724) RELA(0.0615822) TCF3(0.0555248) PLXNA1(0.0456756) RPL5(0.0376991) DUT(0.0320215) PRKCSH(0.0312964) BAG4(0.0292707) CD68(0.0245248) RPL21(0.0163194) RPL31(0.0163192) CKMT2(0.0148436) HNRNPA1(0.0132791) PTGER4(0.0129827) RPL7A(0.0127264) CST3(0.00726882) CTSB(0.00499725) ATP5E(0.00381763) CTNNB1(-0.00283511) TUBA4A(-0.0107338) SLC39A7(-0.0165068) DNAJA1(-0.0192249) CDC34(-0.0293491) CD59(-0.0318813) CUX1(-0.0321746) RCC1(-0.0333487) GADD45A(-0.0394516) ANKRD1(-0.0410281) ZBTB7A(-0.0418326) TAP1(-0.0507785) CCNH(-0.0531139) ATP6AP1(-0.0631909) COX6C(-0.0651993) DNAJB1(-0.0671871) PSMC4(-0.0697581) DDX52(-0.0741668) ATP6V1C2(-0.0766582) PPP1CA(-0.0821404) UNG(-0.116664) CTSS(-0.157247) SLC20A1(-0.184725) HMOX1(-0.203261) IL10RB(-0.203728) C4BPA(-0.22261) CCNA2(-0.231678)
NAKAMURA_ADIPOGENESIS_LATE_UP	NAKAMURA_ADIPOGENESIS_LATE_UP	msigdb_c2	3.3105693393231312E-12	1.7741028389740543	90	0.0319303	0.146808	1.41386	UP	MGP(0.796678) FABP4(0.713683) ATF3(0.579587) IGF2(0.460927) TGFBR3(0.426965) NID1(0.408319) G0S2(0.330895) ELK3(0.310651) GLT8D2(0.303029) RAB31(0.297568) SERPINB9(0.287625) COL6A3(0.278151) ITGAM(0.264066) PLK3(0.236494) PRKAR2B(0.204941) STAT5B(0.201517) NOVA1(0.158699) CEBPD(0.156574) STOM(0.152617) CYBRD1(0.132894) MYC(0.127473) MMD(0.126345) CDKN2C(0.125271) CDH13(0.125094) LIPE(0.101116) LPIN1(0.0990184) TIMP4(0.0873576) GM2A(0.0867931) ACACB(0.0829232) NPTXR(0.0785549) TGFB2(0.0705676) DYM(0.0697297) FOXO1(0.0587886) PHKG1(0.0582889) TXNIP(0.0498736) USP4(0.0488884) ABCA1(0.0390518) CD36(0.0381598) INSIG1(0.0372113) GAS6(0.0355637) PDE10A(0.0325137) TFAP4(0.0317685) COL11A1(0.0297128) MGMT(0.0217964) E2F4(0.0209354) TPR(0.0165777) IRF9(6.99202E-4) ZNF24(-0.001983) CTNNB1(-0.00283511) ACACA(-0.00298488) IRS2(-0.00569983) ABL1(-0.00599633) FASN(-0.0172422) C19orf24(-0.0181019) PTPRA(-0.0284058) PRSS23(-0.034517) SMARCD2(-0.0377743) SUMO1(-0.0417851) PPP1CC(-0.0509609) PUS7L(-0.0585796) CCNG1(-0.0659358) PPP2R5A(-0.0742947) PPP1CA(-0.0821404) XYLT1(-0.0851396) IGF2R(-0.0861215) CHCHD3(-0.116454) MRPS6(-0.11707) SMPD1(-0.119557) RDH5(-0.121141) GMFB(-0.137397) TNFRSF21(-0.138095) IL22RA1(-0.142967) PSMC6(-0.143453) ACVR2A(-0.149995) CKS2(-0.151715) AKAP10(-0.154664) GCC2(-0.160123) PLIN2(-0.160804) PPP2R1B(-0.162292) EFNA1(-0.175856) ACSL5(-0.17762) MAPK6(-0.182376) SCD(-0.187566) ACSF2(-0.199053) HMGCS1(-0.199725) NFIL3(-0.201042) CCRL2(-0.229337) STX3(-0.24272) MYB(-0.26226) PPARG(-0.37667)
REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	msigdb_c2	0.0011901741921584864	1.6496961082089654	13	0.0668203	0.14698	-1.47934	DOWN	SIKE1(-0.292556) MAVS(-0.267825) TRIM25(-0.148522) IFIH1(-0.0984002) EP300(-0.0566785) TRAF3(-0.035194) DDX58(-0.00549113) IKBKE(0.0146089) CREBBP(0.0242077) IFNB1(0.025631) TBK1(0.0282506) IRF7(0.0355451) IRF3(0.0581042)
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A4	SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A4	msigdb_c2	2.452872786881777E-6	0.9670992757952857	190	0.0129199	0.147021	1.41295	UP	ZBTB16(0.758249) GEM(0.614567) LMO3(0.603395) SDPR(0.563408) HSPB8(0.527247) RBPMS(0.460325) APOD(0.460216) DLC1(0.446006) EFEMP1(0.382684) DUSP1(0.371675) SCRN1(0.364692) SYNE1(0.364435) DAAM2(0.359494) SMARCD3(0.35392) QKI(0.343168) BLVRA(0.335694) ATP2B4(0.333711) LPCAT1(0.320441) ELK3(0.310651) LIMCH1(0.287569) HOPX(0.271796) PLS3(0.25652) SLC16A4(0.250151) MAP3K6(0.24946) PIAS3(0.242866) PER1(0.226695) ARHGEF10(0.216262) RPS6KA2(0.197331) ST3GAL5(0.185569) ICAM1(0.171279) FAM184A(0.170856) NAB2(0.166378) NR3C1(0.164514) CEP112(0.16377) ADCY7(0.159422) FYCO1(0.158507) CEBPD(0.156574) MR1(0.154389) LRRC20(0.152623) STEAP4(0.151254) SLC7A10(0.15121) RUFY3(0.14081) ABCA3(0.136426) PPP3CC(0.132762) IL27RA(0.123093) NDNF(0.122418) WNK1(0.121505) ICAM4(0.117401) VAMP5(0.110451) ICAM5(0.107528) SGSM2(0.104137) ARMC9(0.102847) NPR1(0.100852) GALNT11(0.0970255) TROVE2(0.0953826) PBXIP1(0.0947628) REL(0.0922914) NAV2(0.0898863) FHOD1(0.0896425) BTG3(0.0895154) NFKBIA(0.0853772) ALDH8A1(0.0832365) S100A13(0.0792366) SPTB(0.0780015) FGF4(0.075523) CDKL2(0.0723033) MEGF9(0.0718326) NOS3(0.0704642) ATP11A(0.0684852) GNA14(0.0677493) AQP3(0.0674443) MAP1LC3C(0.0670298) INPPL1(0.0668703) RHOBTB2(0.0662285) C21orf2(0.0562567) GON4L(0.0527877) HDAC5(0.047938) ZFAND5(0.0477001) RANBP17(0.0466759) CAMTA2(0.0464481) PON1(0.0440619) RIMS3(0.041386) AASS(0.041385) NINJ2(0.0406317) ALOX15B(0.0392539) UNC93B1(0.0384188) DLEC1(0.0383197) ABCA4(0.035139) CHAT(0.0336327) KLHL20(0.0332435) SLC25A16(0.0331056) ZNF451(0.0271726) ALDH3B1(0.0252223) DPY19L1(0.025166) PSG4(0.0233621) WSB1(0.0211174) MBIP(0.017913) NOTCH2NL(0.0141206) ESR1(0.013025) FOLR1(0.00931251) UBAP2L(0.00854992) SFTPD(0.00829333) SCEL(0.00223917) SLC34A2(0.00158633) AQP4(0.00129252) TIPARP(-6.05882E-4) LUZP4(-0.00521222) TLE2(-0.00750749) EDEM1(-0.00871433) EVPL(-0.0119234) UBAP1(-0.0131903) NKX2-1(-0.0158815) CLOCK(-0.0162986) CDC42BPA(-0.01655) RAB38(-0.0170122) CISH(-0.0174162) SPINK2(-0.0175655) ZER1(-0.0235883) SEC24D(-0.0239182) CACNB1(-0.024048) ATXN7(-0.0271147) CHTOP(-0.0280291) AK1(-0.0312387) ATXN2(-0.0344416) HAUS4(-0.0368575) PON3(-0.0383152) EN2(-0.0392108) EPHX1(-0.0408041) LTA4H(-0.0425602) ZNF750(-0.0425636) CITED2(-0.0459417) EPB41L1(-0.0477715) LTK(-0.0484206) ZNF254(-0.0530233) ME3(-0.0538529) PELI1(-0.0577224) EPHX3(-0.0582886) APLP2(-0.0631724) RAB27A(-0.0658321) RAPGEF2(-0.0697136) BMP3(-0.0714145) SFTPB(-0.074057) CCNJL(-0.077736) PIGA(-0.0802021) CD55(-0.0837808) NEDD4L(-0.0861103) FTH1(-0.0868178) KLHDC10(-0.0882366) CYB5A(-0.0884923) PPP2R3A(-0.10035) LPIN2(-0.107716) ARRB1(-0.108401) PRKCD(-0.111182) LARP4B(-0.111605) CEACAM8(-0.11199) KCNS3(-0.113039) GLS(-0.117353) UNC13B(-0.120274) CAPN2(-0.128302) ATP8A1(-0.132042) TTC19(-0.13601) PARM1(-0.138125) ALDH5A1(-0.138213) GGCX(-0.138687) NEDD9(-0.143303) FAM13A(-0.144102) PON2(-0.145885) ERBB2(-0.147429) GPD1L(-0.15262) SDHD(-0.159414) MAOA(-0.162903) HSD17B11(-0.173344) PMM1(-0.173715) MALL(-0.183808) TRIM2(-0.185254) NAAA(-0.191245) STBD1(-0.191521) FBP1(-0.193776) ITPKA(-0.211921) CDS1(-0.239294) AHCYL2(-0.245532) SLC39A8(-0.251056) GPR39(-0.252632) IL6R(-0.254597) ABCC6(-0.290491) PSG3(-0.308659) CPM(-0.347377) C1orf116(-0.384422) FMO5(-0.404649) CYP2B6(-0.555508)
DELACROIX_RAR_TARGETS_UP	DELACROIX_RAR_TARGETS_UP	msigdb_c2	2.374247054703369E-7	1.9937639499529038	44	0.0645695	0.147338	1.41248	UP	CTGF(0.776473) NID1(0.408319) DUSP1(0.371675) BHLHE40(0.312575) JUNB(0.24982) CP(0.246849) PLEKHB1(0.24109) TGFB3(0.192541) FCN1(0.15325) CEBPB(0.14931) CRABP2(0.145934) DUSP6(0.145273) AOX1(0.13621) MMP2(0.127428) MSLN(0.120223) TNFRSF12A(0.103281) LIPE(0.101116) FGF18(0.0950771) RARB(0.0897035) SKIL(0.0864755) TM4SF1(0.0821651) TCIRG1(0.078403) ZBP1(0.0742995) ATP11A(0.0684852) NUPR1(0.0630362) DMP1(0.0514283) STK11(0.0244305) TYK2(0.0194979) PRSS22(-0.0019609) ESD(-0.00460527) HOXD12(-0.0222169) DHRS3(-0.0509589) HMGA1(-0.0536368) MAST2(-0.0711655) SAT1(-0.0814285) BLNK(-0.0880771) MRPL34(-0.0911984) TNFRSF11B(-0.108911) CHKA(-0.149461) PGPEP1(-0.180042) CA12(-0.191563) PRSS8(-0.194898) GSR(-0.240425) CAPN5(-0.254675)
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_OK_VS_DONOR_DN	msigdb_c2	4.5013305233137303E-4	2.0870020500155353	25	0.064	0.147722	1.412	UP	FOS(1.06944) RBMS1(0.317833) MYC(0.127473) CADM4(0.121959) C1QL1(0.110074) BLMH(0.0799881) CYP2A13(0.0669357) BRD2(0.0546562) PCF11(0.0364) FPR2(0.0265208) NF2(0.0129538) MUC3A(0.00833841) AP1B1(-0.00177157) RHBDF1(-0.00386827) KRT7(-0.00889569) XRCC6(-0.0111388) EIF2AK2(-0.0114762) PAXIP1(-0.0250764) USP22(-0.0294199) USP9X(-0.0303475) GPAA1(-0.0397983) TMEM11(-0.0725591) BAX(-0.0898406) GSS(-0.123974) ATP5B(-0.129038)
ROSS_AML_WITH_AML1_ETO_FUSION	ROSS_AML_WITH_AML1_ETO_FUSION	msigdb_c2	0.021355520071380883	1.031097912861314	74	0.0372024	0.148128	1.41147	UP	BEX1(0.617456) CAV1(0.415931) RUNX1T1(0.386997) ITPR1(0.38018) KLF11(0.326429) WFDC1(0.317014) ROBO1(0.296695) TWSG1(0.287284) RGS10(0.243518) CD19(0.23165) LAPTM5(0.2292) LAT2(0.218729) LCP1(0.215522) ARHGEF6(0.215032) EGFL7(0.171944) BAALC(0.16989) CD34(0.167206) IER2(0.160386) TMEM43(0.159706) CCND1(0.143917) RCBTB1(0.14058) PALM(0.135071) HYAL2(0.12487) STK32B(0.117105) VAMP5(0.110451) CIITA(0.107937) PRAME(0.0919248) PTPN12(0.0889961) RASA4(0.0853658) TRH(0.0616415) PTGIR(0.0523255) BAIAP3(0.0458361) TBXA2R(0.040988) VOPP1(0.0383785) POU4F1(0.0383216) ARHGAP1(0.0379063) SLCO4A1(0.0368375) CACNA2D2(0.0322344) ISG20(0.0307557) TCN1(0.0300635) CLEC5A(0.0245328) SCML2(0.0162038) NARFL(0.0104293) RASAL1(0.0104269) KDM4B(0.00971087) C15orf39(0.00638785) IL5RA(0.00521006) ADRM1(0.00505878) CD244(0.00167752) AP1B1(-0.00177157) SHC1(-0.00261345) MKNK2(-0.00775504) NCALD(-0.0172105) USP10(-0.0699235) ITGB4(-0.0721697) MAN1A1(-0.0890966) PELI2(-0.0921238) FBXO38(-0.0957166) CD58(-0.101341) RPS6KA1(-0.110712) ENDOD1(-0.120521) NIT2(-0.12286) HIST1H2BF(-0.132304) HIST1H2BI(-0.140214) DEPTOR(-0.153256) EPCAM(-0.186657) HIST1H2BD(-0.189858) TRAF3IP2(-0.19543) SLC25A1(-0.218787) IL17RB(-0.227431) HIST1H2BH(-0.278116) HPGDS(-0.312545) PSD3(-0.376424) ACSM3(-0.387133)
ABE_VEGFA_TARGETS_2HR	ABE_VEGFA_TARGETS_2HR	msigdb_c2	1.6672514041354234E-5	2.0759809676343246	32	0.0738363	0.148506	1.41093	UP	PTGS2(0.817024) ELAVL4(0.480793) NR4A1(0.47512) HBEGF(0.391649) PPL(0.179349) AURKC(0.130629) CD3EAP(0.0977517) LDLR(0.0960931) APOE(0.0858413) DAPK3(0.08421) CD1B(0.0665584) PDCD1(0.063409) PPY(0.0531918) CYP1A1(0.0513129) CDR1(0.0472805) TKTL1(0.0415325) XPO7(0.0327344) BPI(0.0305889) EIF1(0.010943) SERPINB2(0.0108082) RAPGEF1(0.0100177) CARS(-0.0108928) TNFRSF14(-0.0158824) CUX1(-0.0321746) HERPUD1(-0.0351622) MCM2(-0.0777456) RCAN1(-0.103816) CDKN1A(-0.110347) PRKCD(-0.111182) ZCCHC14(-0.133722) LAD1(-0.183439) UPP1(-0.221303)
WU_HBX_TARGETS_2_UP	WU_HBX_TARGETS_2_UP	msigdb_c2	0.010714790752265493	1.316060570164356	22	0.0498812	0.148853	-1.47656	DOWN	ANPEP(-0.340835) UCK2(-0.191666) SLC25A5(-0.144113) CDKN3(-0.118299) FAS(-0.111949) YWHAE(-0.0931852) RAB5C(-0.0806648) GLRX(-0.0696992) CCNG1(-0.0659358) ATP5J(-0.063784) BCL2L1(-0.0277874) PDS5B(-0.0244154) CDC42BPA(-0.01655) STK25(-0.00918687) HMGB2(-0.00636707) MAP2K3(0.00797148) HSPA1L(0.0141288) PPP5C(0.0273295) CSNK1G2(0.0448439) CASP4(0.0490216) TGFB2(0.0705676) CXCL1(0.143846)
FRASOR_TAMOXIFEN_RESPONSE_DN	FRASOR_TAMOXIFEN_RESPONSE_DN	msigdb_c2	0.06736830510745889	1.8110790896266256	11	0.0681818	0.148879	-1.47517	DOWN	ABAT(-0.251698) SOX9(-0.155268) GCSH(-0.104823) PDCD4(-0.103906) MYLIP(-0.0828935) EHD4(-0.0710245) DNAJC12(0.0106621) NAT9(0.014298) STS(0.0298397) GALNT6(0.0299036) MEGF9(0.0718326)
GAVIN_FOXP3_TARGETS_CLUSTER_P6	GAVIN_FOXP3_TARGETS_CLUSTER_P6	msigdb_c2	3.1645113600465433E-13	2.0980808082485103	75	0.0220126	0.1489	-1.47701	DOWN	PBK(-0.412175) ASPM(-0.366055) TMEM38B(-0.270628) HMMR(-0.268824) SLC39A4(-0.252643) NEK2(-0.24659) CCNA2(-0.231678) CEP55(-0.228519) IL17RB(-0.227431) AURKA(-0.225868) CCNB1(-0.219636) KIF20A(-0.193586) CDC20(-0.181547) ABCB1(-0.17652) CCNB2(-0.172021) TPX2(-0.156134) SPC25(-0.13844) BUB1B(-0.132239) CENPF(-0.127153) CKS1B(-0.123628) LGALS3(-0.12103) CENPE(-0.11291) RAD51(-0.110275) NUSAP1(-0.109577) KIF2C(-0.10537) KIAA0101(-0.0923689) ACOT7(-0.0918781) GINS2(-0.0909484) CDCA8(-0.0844704) ALAD(-0.0825358) CDK1(-0.0766832) TYMS(-0.0684553) TK1(-0.0663012) NCAPG(-0.0645665) BIRC5(-0.0640319) NCAPG2(-0.0628072) TPI1(-0.0561712) ABHD4(-0.0549061) SPAG5(-0.0535375) AURKB(-0.0520926) BUB1(-0.031641) RRM2(-0.018046) CDCA3(-0.0155883) ATF6(-0.013733) PDCD1LG2(-0.011883) PLK1(-0.00539226) CYSLTR2(-0.00194704) DCTD(0.00256851) GZMB(0.00266107) MCM10(0.00795726) IL12RB1(0.00875573) RAD54L(0.0228402) RPL17(0.0257199) TKTL1(0.0415325) GEMIN8(0.0485091) CST7(0.0512118) UNC119(0.0517907) CLSPN(0.0537108) IGF2BP3(0.0620229) KSR1(0.0710866) IRF8(0.0715131) ODC1(0.072646) AR(0.0910878) MTMR7(0.0947147) BMP7(0.105535) MYO1F(0.115532) TGFBR2(0.125895) CCR2(0.136318) RASGRP2(0.159697) ICAM1(0.171279) NEDD4(0.185221) IFI44(0.198814) TNFRSF9(0.221703) EBI3(0.234796) NRN1(0.544114)
SANA_TNF_SIGNALING_UP	SANA_TNF_SIGNALING_UP	msigdb_c2	1.0948019991732292E-12	1.8857477051638871	74	0.0558824	0.148949	1.41035	UP	CCL2(0.496974) RHOB(0.453493) CCL11(0.394985) VCAM1(0.278658) SLC15A3(0.255577) CXCL2(0.234246) OAS2(0.22667) TNFAIP2(0.224114) CX3CL1(0.218598) C1S(0.216776) IFI44L(0.203011) BST2(0.199437) PLA1A(0.188555) SSPN(0.184625) IL7R(0.176246) ICAM1(0.171279) DRAM1(0.169746) APOL3(0.163636) C1QTNF1(0.160677) SAMHD1(0.153131) MX2(0.13083) TNFAIP3(0.121152) CCL20(0.120128) SERPINE1(0.116828) INHBA(0.107019) UBD(0.102105) NFKBIA(0.0853772) IFIT1(0.0836017) RIPK2(0.0821907) MX1(0.0703838) APOL1(0.0626353) BIRC3(0.0625878) CSF1(0.0611484) IFI30(0.0532741) BPGM(0.0480786) MMP3(0.0453613) TLR2(0.0447919) RAC3(0.0394844) GBP1(0.0359422) SLC7A2(0.0243777) CXCL3(0.0187376) ICOSLG(0.00932467) CXCL10(0.00350807) MMP10(-0.00450845) CCL8(-0.00491263) TAPBP(-0.0068866) CCL7(-0.00838474) OAS3(-0.00954374) DNAJA1(-0.0192249) ITGAV(-0.029171) SMAD3(-0.0356447) HLA-C(-0.0382807) HLA-B(-0.0455839) HLA-A(-0.0561232) IL32(-0.0596437) RABL3(-0.0760703) CXCL11(-0.0792196) SAT1(-0.0814285) LIPG(-0.0849065) FTH1(-0.0868178) SOD2(-0.0924701) TNIP1(-0.0934679) CXCL6(-0.0970217) IFIH1(-0.0984002) LGALS3BP(-0.121672) CASP1(-0.150645) ATP13A3(-0.165276) LGALS9(-0.16792) HSD17B11(-0.173344) OXR1(-0.218745) DDX60(-0.222345) LAMB3(-0.250397) SPAG9(-0.25097) OAS1(-0.304873)
