Geneset	Gene	qvalue
GO_REGENERATION	F7 BCL2 MKI67 POSTN C5orf13 GSN TGFB1 PGF MATN2 BCL9 CDK4 PDX1 ANGPT2 FLT3 MUSTN1 NCL NR0B2 TGFBR2 BIN3 CPB2 SEPN1 SRSF5 CDKN1A NEFH CAD ADM WNT1 NRF1 LIFR CHST3 UGT1A1 PTPN3 SHC1 NOTCH2 LARGE FPGS FZD7 JAK2 IGFBP1 GPX1 AFP UPF2 GLI1 NINJ2 ENO3 BAK1 PGCP NEFL LEF1 PTPRU TEC CCKAR DDR1 APOA4 WNT10B MED1 IGF2R POU2F1 PFKFB1 GSTP1 SOCS1 FGF10 PRPS1 ULK1 LCP1 DHFR EZH2 GAP43 LAMB2 PPARG WNT7A EIF4A1 PTPRF HMBS IFRD1 APOE IGF1 TM4SF4 SOX2 APOA2 LPIN1 PKM2 FOLR1 PAX7 C5AR1 CFLAR APOH CEBPB JUN APOD RTN4RL1 APOA5 MTPN GJA1 PLAU PTPN12 APOA1 RAPGEF3 CXCL12 CAST FGA PPAT FAS MYF6 HGF NINJ1 ADRB2 GFAP CCL2 CAV1 UCP2 KLK6 TEK JAM3 TIMP3 BAAT SOCS3 RGN NR4A3 MSTN RTN4RL2 CTNNA1 KLKB1 CCNE1 ANXA1 CCND1 TXK CDK2 NACA RAP1A TNC RXRA PRMT5 NOV HFE NNMT ANXA3 GAS6 ATIC ADAM15 MAPK14 MYOG CCNA2 MTR SULF2 CCNB1 CHL1 PRKCQ ISL1 CALU LIF NOTCH1 MYOD1 SOX15 DHFRP1 TYMS ERBB4 TSPO TGFBR3 EYS CDK1	2.13539917008699e-06
GO_CARGO_RECEPTOR_ACTIVITY	FOLR2 TMPRSS13 CD6 ENDOU PRSS12 LDLR TFRC CD163L1 LRP2 PGBD1 MARCO MSR1 TMPRSS5 APOBR CXCR7 VLDLR ENPP3 LOXL2 PRG4 DMBT1 CD5L SSC5D LRP12 LGALS3BP DAB2 LRP10 LOXL3 ENPP1 LRP6 C8orf84 SCARA3 SCARA5 LRPAP1 SUSD2 TMPRSS2 ILDR1 ASGR1 CCBP2 TMPRSS4 TFR2 OLR1 COLEC12 STAB2 CFI SCARF1 CD36 TINAG LRP8 LOC619207 TINAGL1 STAB1 FOLR1 CXCL16 CD163 CD5 VTN LRP1 SRCRB4D TMPRSS3 HHIPL1 SCARB1 TMPRSS15 LOXL4 ENPP2 ASGR2 CCRL1	2.13539917008699e-06
GO_REGULATION_OF_CYTOKINE_SECRETION	IL17A TNFSF4 AIM2 TLR6 ABL1 TLR2 CLEC4E HTR2B FFAR2 PYDC2 IL17RB NLRP2 GATA3 CD58 RASGRP1 IL1A C1QTNF3 CD274 CCL19 HYAL2 NOD2 CADM1 PML APOA1 O3FAR1 LYN PAEP APOA2 TLR9 PTGER4 FBLN1 TNF CD2 SCAMP5 MIF FOXP3 RLTPR SYK CD14 LILRB1 CRTAM C13orf15 CX3CL1 TRIM27 SLAMF1 GLMN WNT5A ANXA4 MAPK14 IL4R LGR4 SRGN IL33 C5 HLA-DRB4 TRPV4 FCN1 LGALS9 IL17F INS SPTBN1 GPAM HLA-DRB5 PRKCZ GAS6 CD276 IL1RL1 EZR IL17RC CRP FOXP1 TLR1 NLRP2P TNFRSF21 NLRP1 ANXA1 CIDEA XBP1 NLRP3 IFNG MAPK11 HMGB1 IL6 LPL FGR DRD2 IL1B PYDC1 TNFRSF9 PANX1 IFNAR1 GBP1 NCL CLEC5A IL17RA BTN2A2 IRF3 TRIM6 BANK1 HAVCR2 TRIM16 TWIST1 FN1 PYCARD HLA-DRB1 CASP1 TLR4 NLRP12 IL10 POSTN CLEC6A CLEC9A F2R CD34 ATG5 CAMP CARD8 P2RX7 TLR8 CASP5 CHIA VTCN1 RABGEF1 CCR7 ALOX15B GSDMD SRC PTPN22 ANGPT1 NLRP10 NR1H4 CD244 CCL3 SOCS1 CSF1R ZC3H12A IL36RN TLR10 GPR77 IFNA2 SAA1 AGTR2 SSC5D TNFRSF14 HLA-DRB3 TLR5 IL26 CCR2 F2RL1	2.1421962466526e-06
GO_OUTFLOW_TRACT_MORPHOGENESIS	TBX1 PITX2 GATA6 FOLR1 VEGFA NPY1R MSX2 WNT11 SOX17 ZFPM2 HIF1A FZD2 CLDN5 ZFPM1 ATF2 SIX1 TBX3 HAND2 JAG1 SOX11 JUN TWIST1 SFRP2 PLXND1 PARVA NPY2R SOX18 FZD1 ILK MEF2C RYR1 DHRS3 FGF8 EYA1 HEY2 CITED2 FGFR2 RARB NIPBL RBPJ GJA5 ISL1 TBX2 DVL3 DVL2 NKX2-5 SEMA3C HEYL TBX20 NPY5R WNT5A FOXH1 HES1 NEDD4 SEC24B RARA	2.18375648512986e-06
GO_SIGNAL_RELEASE	LEP PPFIA3 SLC22A2 RAF1 IL1RN CADPS2 SMPD3 LTBP4 EXOC3L1 DOC2A PPT1 STX2 SCRIB SYT14 TMF1 P2RX7 HSPA8 SYT12 STX3 CASK WNT7A SYT14L SYT1 RPH3A SYTL5 PTPRN2 AGTR2 GAL TC2N SYTL3 UNC13A TACR2 SYT11 TRIM9 GHSR CRHR1 SYT6 PPFIA4 CCKAR OTOF SLC6A9 TBX3 EIF2AK3 PPFIA1 CYB5R4 GRM4 SLC18A2 CADPS STX11 CAMK2G CDK5 STX19 SYT3 SYT10 HRH3 RAPGEF4 IL6 ADM UBE2Q1 FAM3B SYT8 GHRL HNF1A INHBA GHRH SYT15 EDN1 RAB11FIP5 SYT5 UNC13B GHRHR PLDN SNAP23 NRXN1 SLC5A7 SYT4 STX1B PDX1 SYN2 SLC32A1 PIP5K1C LIN7C CACNA1A NPFF CPLX3 SYT13 SNAP25 DNAJC5 NAAA CDK16 SNPH CACNA1B SMAD2 CHAT RPH3AL SNAPIN SYTL2 SYT7 SEPT5 GPR119 SLC18A3 NRXN3 EDN3 WLS C2CD4B APBA1 VGF ACVR2B BRSK1 NRXN2 SLC30A8 NEUROD1 SYN1 RAB11B PTPRN FOXD1 ANXA1 BZRAP1 CARTPT SNAP29 PDZD11 SYTL4 LIN7B DOC2B GAD1 ILDR2 RIMS1 SYN3 RAB1A DGKI MC4R TRPV4 SYT2 PPFIA2 VAMP2 SNAP47 BAIAP3 PCLO GATA3 SYT9 SNX19 RAB11FIP2 CPLX2 NF1 PSEN1 STX1A RIMS2 STX4 SYTL1 C2CD4C SYNJ1 NLGN1 DVL1 LIN7A RAB3A SYT17 MAFA FKBP1B CPLX1 HNF1B LPHN1 LYN O3FAR1 GAD2 STXBP3 VIP C2CD4D FZD4 C2CD4A SYT16 STXBP1 FFAR1 MYO5A	2.20527561763641e-06
GO_POSITIVE_REGULATION_OF_CYTOKINE_SECRETION	HMGB1 LPL IL17A PYDC1 FGR AIM2 DRD2 IL1B ABL1 PANX1 IFNAR1 NCL FFAR2 CLEC4E HTR2B GATA3 NLRP2 CLEC5A IL17RA IL17RB IL1A CD58 RASGRP1 IRF3 TRIM6 HAVCR2 C1QTNF3 CD274 CCL19 TRIM16 TWIST1 CADM1 NOD2 HYAL2 PYCARD NLRP12 CASP1 IL10 PAEP PTGER4 SCAMP5 POSTN CD2 CLEC6A CLEC9A MIF TNF RLTPR F2R SYK CD14 CAMP CD34 C13orf15 CRTAM GLMN P2RX7 WNT5A SLAMF1 CARD8 MAPK14 CASP5 IL4R VTCN1 CHIA C5 IL33 ALOX15B PTPN22 FCN1 TRPV4 GSDMD SRC IL17F INS NLRP10 SPTBN1 LGALS9 IL1RL1 CD276 CD244 PRKCZ IL17RC CCL3 CSF1R NLRP1 TNFRSF14 SAA1 AGTR2 IFNG IL26 CCR2 MAPK11 F2RL1 XBP1 NLRP3	2.39587079274627e-06
GO_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	SNX4 PTGS2 TLR10 OSMR F12 JAK2 TNFSF18 TNFRSF11A KLKB1 FCER1A CD47 OSM CCL5 GPRC5B XCL2 CCR2 VAMP7 CDK19 EDNRA ADORA2B GPSM3 C3 LTA TRPV4 TNIP1 IL17F S100A12 CCL26 ITGA2 TAC1 FCER1G LBP CCL3L3 XCL1 IL1RL1 CCL3L1 IL17RC AGTR1 CCL3 ADAM8 PTGER3 SERPINE1 CD6 CCR7 CCL4L2 GBP5 TLR7 S100A8 IL12B IL33 AGER CCL8 CX3CL1 WNT5A IL2 CCL14 CLOCK IL15 IL17B PIK3CG IL6ST PTGER4 TNFRSF1A TLR9 MAPK13 CCL4 TNF IL23A PLA2G7 PDE2A CCL13 CCL23 AGT S100A9 NOD2 HYAL2 NLRP12 CCL15 TLR4 PLA2G4A FFAR2 RPS19 ETS1 IL21 IL17RA TNFSF11 FABP4 IL17RB PLA2G2A IDO1 STAT5B CCL1 IL18 CCL18 CCL7 LPL IL6 IL17A CCL2 TNFSF4 VAMP8 CCL16 TLR3 CCL24 IL1B ZP3 NPY5R TLR2 CD28 CCL11 CNR1 FFAR3 CREB3L3	2.41048885931752e-06
GO_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY	CCL18 CXCL9 CCR3 CCL1 CXCR2 PF4V1 CCR5 CX3CR1 PF4 CCL11 CCL24 CCL16 CCBP2 CCL7 CCR8 CCL2 CCL13 CCL22 CXCL1 XCR1 CCL4 GPR17 CXCL12 CCRL1 CCL15 CXCL11 CMKLR1 CXCR3 CXCR6 MPL CCL19 CCR4 CXCL10 CXCL5 CCL23 CXCL6 CXCL3 CCR6 CCL4L2 CCR7 CCR1 PPBP GPR75 CCR10 CCL14 CXCR5 CXCR4 CXCR7 CCRL2 IL8 CX3CL1 CXCR1 CCL8 CIB1 CCR9 CXCL2 CCR2 CCL17 PTK2B XCL2 CCL5 CCL21 DARC CCL20 THPO CCL3 XCL1 CCL3L3 CXCL13 CCL3L1 CCL26 CCL25	2.76563538594144e-06
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_MIGRATION	MMP9 PRKCE SEMA5A INSL3 ITGB1BP1 ENPP2 HSPB1 TGFB1 FOXC2 JUN AGT RAB25 RREB1 PRKCA GLIPR2 HDAC6 CLASP2 HIF1A FGF16 SCARB1 ITGA3 ALOX12 MET FGFR1 EDN1 PPM1F AKT1 PFN1 FGF2 AAMP PPAP2B HDAC9 ANGPT4 RAB11A PRKD1 TEK HBEGF SASH1 SRPX2 PRKD2 ETS1 AMOT CLASP1 HYAL1 GATA3 BMPR2 TGFBR2 ANXA3 BMP4 CAPN7 EPB41L5 ANGPT1 TGFB2 SRC THBS1 ITGA2 TAC1 SOX9 SPARC PTK2B IFNG CCR2 CTSH PTGS2 ZC3H12A PDGFB RHOB AMOTL1 PROX1 FOXP1 GPLD1 VEGFA BCAR1 WNT5A TDGF1 EPB41L4B BCAS3 PLCG1 ADAM9 ROCK2 FLT4 HDAC7 CIB1 STAT5A TACR1 CCBE1 HAS2 WNT7A PDCD6 ITGB3 ZNF580 VEGFC NRP2 VIL1 NRP1 ATOH8 GPR124 FGF7 KDR CCR6 MAPK14 FGF18 FGF10	2.77482409473486e-06
GO_MYELOID_LEUKOCYTE_MIGRATION	JAGN1 CALCA IFNG CCL17 XCL2 ANXA1 SAA1 TNFRSF11A VEGFA RAC1 CCL21 CCL5 CKLF CHGA CXADR CCL20 PTPRO PDGFB IL17RC TREM1 CCL3 SFTPD CCL3L3 XCL1 CCL3L1 PDE4D CCL26 S100A12 GBF1 FCER1G FLT1 CCL25 TGFB2 CXCL3 EDN2 ITGB2 ARHGEF5 UMOD PLA2G1B S100A8 PDE4B NCKAP1L CCR7 CCL4L2 FOLR2 PPBP MITF CCL14 IL8 CX3CL1 EDN3 CCL8 PIK3CD SYK CCL13 CCL4 CCL22 KIT AZU1 C5AR1 EDN1 EPX IL6R PIK3CG CCL15 EDNRB PREX1 S100A9 IRAK4 CCL19 EMR2 NUP85 ITGA9 PIP5K1C ITGA1 CCL23 HRH1 CCL18 STAT5B CXCR2 LGALS3 CCL1 IL17RA TNFSF11 RPS19 VAV1 CX3CR1 AMICA1 SCG2 CCL11 CCL16 CCL24 IL1B VAV3 CCL7 IL6 CCL2 CSF3R DAPK2	2.89517510033239e-06
GO_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	CNGA1 KCNQ2 KCNT2 CACNA1B CACNA1S KCNJ14 KCNAB2 CACNA2D1 KCNC3 KCNA5 GRM7 KCND3 KCNH4 KCNJ15 KCNB2 KCNQ5 CACNB3 KCNB1 TMC1 CALHM1 CNGA4 TPCN1 HCN1 KCNJ18 KCNJ2 KCNK6 KCNH7 KCNC1 CNGA3 CATSPER1 HCN4 CATSPER4 HCN3 CACNG1 KCNE4 GAS6 KCNK5 CACNA1F IL1RAPL1 KCNK2 KCNS1 KCNT1 TPCN2 KCNJ13 KCNQ4 KCND2 CACNA1I CACNB1 KCNAB3 KCNAB1 KCNH8 PKD2 KCNG4 KCNG1 KCNJ16 KCNH5 CACNB2 KCNA2 KCNJ12 KCNA1 KCNIP2 CACNG2 KCNG3 KCNA6 ABCC8 CACNA1H KCNG2 KCNH6 KCNA3 KCNU1 RYR1 NCS1 KCNS2 KCNJ11 KCNE1L CACNG5 KCNC2 KCNJ4 CACNG7 CACNG6 CACNA2D2 ITGAV OPRM1 CACNA1E TMC2 CACNA1G KCNK3 KCNJ1 HTR3A KCNS3 KCNE2 KCNH1 HCN2 CATSPER2 CACNA2D4 KCNJ6 KCNQ1 CACNG8 KCNV1 KCNMA1 KCNK1 KCNH2 KCNC4 KCNA10 KCNJ10 CNGA2 CNGB1 KCNE3 KCNQ3 KCNE1 KCNJ9 CATSPER3 KCNJ3 NOX1 KCNJ5 CACNG4 KCNA7 CACNA1C CACNG3 KCNF1 CACNA1D KCNK18 HVCN1 KCNK9 GRIN1 KCNH3 CACNB4 REST KCNV2 CACNA1A KCNA4 CNGB3 KCNJ8 KCND1	3.39639215573022e-06
GO_CONNECTIVE_TISSUE_DEVELOPMENT	HYAL2 BARX2 MEX3C GDF2 NOG RARG MKKS RUNX2 NFIB UMODL1 ID2 HOXD3 PAX7 HIF1A SMAD1 SIX2 SMAD5 ITGB8 CD44 TNMD SERPINH1 AACS BBS2 UNCX GLI2 HOXC4 COL11A2 MYCN IMPAD1 HOXB3 IFT80 SOX8 RUNX1 SNX19 TBL1XR1 HYAL1 STC1 BMPR1A CSGALNACT1 SFRP2 THBS3 THRA BMP2 FBXW4 PTH1R TGFB2 HAND2 WNT7B SOX6 IL17F NOV MATN1 RORC FOXD1 XBP1 MYF5 PKD1 PDGFB COL2A1 GPLD1 BMP7 SH3PXD2B WNT5A PPARD BMP1 CYR61 IHH SCXB CER1 TYMS EVC MAPK3 NPPC COL27A1 EGR1 CREB3L2 PDGFRB BDH1 NOTCH1 MAPK14 ACTA2 HMGCS2 FGF18 SRF COL10A1 ZEB1 CHST11 FGF6 BMP5 SULF2 HOXA3 SNAI2 ARID5B COL5A1 PAXIP1 MUSTN1 MGP TGFB1 PRRX1 FOXC2 SPG20 GNAS WNT2B SLC39A13 SHOX2 HAND1 SNAI1 WNT5B LRP5 AMELX ROR2 DGAT2 OXCT1 HOXA11 BMP6 GHRL SLC25A25 GPR4 BMPR1B HYAL3 FGFR1 FAM123B ARRDC3 OSR2 EDN1 MSX2 BMP8B TIMP1 FGF2 MSX1 FGF9 RARA COL1A1 COL11A1 EBF2 HES5 ESRRA MMP13 MEF2D EIF2AK3 FGF4 ACAT1 DYRK1B LRP6 BMPR2 TGFBR2 RSPO2 ZBTB16 NAMPT FTO GDF5 OTOR BMP4 MEF2C COL9A1 ZNF516 ATF2 RUNX3 BMP8A CHSY1 WNT10B SOX9 PIK3CA LUM AXIN2 HOXA5 BMP3 CHI3L1 TGFBI CTGF DLX2 ATP7A LECT1 PPARGC1A PITX1 CHRDL2 CRIP1 CYTL1 FOXA1 ID4 CD34 COMP CSF1 ALX1 OSR1 WNT7A SATB2 SMAD9 SULF1 FGFR3 RARB LEP BBS4 HMGA2	3.67488356852744e-06
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY	ALK NPTN FLT3 ROR1 MERTK EPHA4 LTK EPHA10 FGFR1 FGFR4 MET CRIM1 EPHA1 EPHB6 KIT ROR2 MUSK ROS1 TEK RYK EPHA6 FGFRL1 EPHB1 EPHB3 PDGFRL NTRK3 FGFR2 EPHA8 TYRO3 DDR1 EFEMP1 PDGFRA EPHB2 FLT1 MST1R TIE1 ERBB2 IGF2R NTRK1 EPHA5 EGFR CSF1R EPHA7 RET EFNB3 ERBB4 INSRR TRIM27 EPHB4 AXL FLT4 EFNA4 IGF1R EFNA3 EPHA3 NTRK2 DDR2 KDR NRP1 FGFR3 PDGFRB EPHA2 NRP2 INSR	3.93030907538191e-06
GO_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	CYP19A1 C3AR1 C5AR1 CCL4 CXCL1 IL23A PADI2 PLA2G7 LYN F7 SWAP70 CD74 IL6R IL12A C1QBP CXCL11 CMKLR1 NBL1 CXCL12 S100A14 CXCL5 CXCL10 CREB3 CCL19 RAC2 CXCL9 KLRK1 RARRES2 PF4V1 VEGFB JAM3 PF4 ANO6 CCL2 DAPK2 CCL7 HMGB1 MMP28 IL6 IL1B PTK2B EDNRA MPP1 F2RL1 CCR2 TNFSF14 IL4 TNFSF18 CCL21 ADAM10 CCL5 VEGFA GPR77 RAC1 GAS6 CXCL13 CAMK1D LBP XCL1 SLIT2 CCL3 CXCL14 TIRAP TRPV4 GPSM3 THBS1 LGALS9 NOV AIF1 NCKAP1L VEGFC ZNF580 C5 FIGF CCR6 CXCL3 STAP1 CXCL6 EDN2 SERPINE1 PPBP THBS4 CCR1 CCR7 S100A7 IL8 TMEM102 KLRC4-KLRK1 ADAM17 WNT5A CALR GREM1 CXCL2 CSF1 CX3CL1 EDN3	4.06661818853603e-06
GO_RESPONSE_TO_BMP	MYH6 LEF1 BMP8A ENG SFRP1 BMP2 HFE SMAD4 DSG4 ETV2 BMP4 BMP7 SMAD7 RGMB ACVRL1 CHRDL1 COL2A1 BMP3 RYR2 RGMA CHRD ID1 ACVR2B CER1 MAPK3 KCND3 NKX2-5 NODAL SCXB USP9X ZNF8 TGFBR3 BMP1 BMP5 ACVR1 TMEM100 GDF9 ZCCHC18 EGR1 SMAD9 GDF6 TWSG1 SKI GDF10 FN1 RUNX2 GDF2 NOG USP15 MEGF8 BMP8B TNMD MSX2 ZCCHC12 GATA6 USP9Y BMP15 GATA5 BMPR1B SMAD1 ADAMTS7 BMP6 SMAD5 FSTL1 SMURF1 POU5F1 C10orf54 ROR2 GDF1 HEYL DLX5 HFE2 GDF7 SMAD6 MSX1 ZFYVE16 SPINT1 SMURF2 UBE2D1 ADAMTS12 FAM83G SLC33A1 GATA3 BMPR2 LRP4 UBE2D3 PHOX2B FGF8 ACVR2A SLC39A5 BMPR1A GREM2 T BMP10	4.21776857541362e-06
GO_BASEMENT_MEMBRANE	LAMC3 NID2 COL7A1 ERBB2IP ALB NID1 TINAG TIMP3 ANG FGF9 COL8A1 SMC3 RELL2 SERPINF1 LAMB3 MMRN2 EGFLAM PTN ENTPD2 ADAMTS1 ANXA2P2 FN1 MATN2 GSTO1 DLG1 LOXL1 COL5A1 USH2A LAMC2 COL4A4 COL18A1 COL15A1 LAMC1 FREM2 TIMP1 COLQ COL4A6 MEGF9 FBLN1 LAMA4 FREM1 COL4A1 LEPREL1 LAMB2 COL17A1 LAMA2 CD151 CASK LAMA1 LOXL2 EFEMP2 AGRN ITGB1 DAG1 VWA2 FRAS1 LAMB4 THBS4 THBS2 EGFL6 SMOC2 LAMA3 LAMA5 VWA1 COL4A2 APLP1 FBN1 CCDC80 NPNT TNC ANXA2 NTN1 EFEMP1 SPN HSPG2 SMOC1 COL2A1 TGFBI FREM3 HMCN1 VWC2 AMTN DST SPARC COL28A1 COL4A5 COL8A2 ACHE LAMB1 LAD1 COL4A3 NTN4 ITGA6	4.21776857541362e-06
GO_LYMPHOCYTE_MIGRATION	SPNS2 ADAM8 CCR7 GATA3 CCL4L2 CCL1 CCL18 TBX21 CCL8 CCL2 ZAP70 PIK3CD CX3CL1 CCL24 CCL16 RET CCL11 CCL14 MYO1G PIK3CG CCL20 CXCL16 S1PR1 CCL21 CKLF CCL5 CCL22 CCL17 XCL2 ARTN SAA1 CCR2 CCL13 GPR15 CCL23 CCL25 CCL19 ITGB7 CCL26 CXCL10 CXCR3 XCL1 CXCL11 CCL3L3 GAS6 CXCL13 CCL3L1 CCL15 CCL3	4.5515454849895e-06
GO_NEURON_RECOGNITION	CDK5R1 ROBO2 CRTAC1 RTN4 FEZF2 MEGF8 NTM PCDH12 EPHA4 SEMA5A CNTN2 DSCAM PTPRZ1 EPHB2 ROBO3 NDN SEMA3A CNTN4 NRP1 AMIGO1 APP NRCAM DYNLL2 EPHB3 OPCML EPHA3 CNR1 ROBO1 CXCR4 GAP43 CNTNAP2 CELSR3 EFNB3	4.74310582936149e-06
GO_HORMONE_TRANSPORT	SLC18A2 CYB5R4 SLCO4A1 EIF2AK3 SLC22A1 GATA3 PCLO CAMK2G RAB11FIP2 SNX19 RIMS2 RAPGEF4 FAM3B UBE2Q1 ADM IL6 HNF1A GHRL GHRH INHBA MAFA RAB11FIP5 ABCC2 EDN1 HNF1B LYN CPLX1 FKBP1B STXBP3 SNAP23 O3FAR1 GHRHR SLC16A10 VIP PDX1 FZD4 MYO5A FFAR1 LEP NPFF CPLX3 SLC16A2 RAF1 IL1RN EXOC3L1 SMAD2 LTBP4 CRYM SMPD3 CDK16 TMF1 SLC22A9 SLCO1C1 GPR119 EDN3 SLCO1B1 ACVR2B VGF RAB11B PTPRN PTPRN2 SLC30A8 NEUROD1 AGTR2 ANXA1 GAL FOXD1 SERPINA7 CARTPT TACR2 GHSR ILDR2 RAB1A CRHR1 CCKAR TBX3 TRPV4 MC4R	4.79095606847326e-06
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	CXCL9 RAC2 RARRES2 VEGFB PF4V1 PF4 ANO6 IL1B CCL2 DAPK2 CCL7 HMGB1 IL6 IL23A PLA2G7 C3AR1 C5AR1 CCL4 CXCL1 IL6R CD74 F7 SWAP70 CXCL12 C1QBP IL12A CXCL11 CMKLR1 CREB3 CXCL10 CCL19 S100A14 CXCL5 CCR6 FIGF CXCL3 EDN2 CXCL6 NCKAP1L ZNF580 VEGFC THBS4 CCR1 CCR7 S100A7 SERPINE1 PPBP CALR IL8 TMEM102 ADAM17 WNT5A EDN3 CX3CL1 CXCL2 CSF1 EDNRA CCR2 F2RL1 TNFSF14 PTK2B ADAM10 CCL21 CCL5 VEGFA RAC1 TNFSF18 IL4 CCL3 TIRAP CXCL14 GAS6 CXCL13 CAMK1D LBP XCL1 THBS1 LGALS9 AIF1 TRPV4 GPSM3	4.91364175799723e-06
GO_ENDOTHELIUM_DEVELOPMENT	TMEM100 NRP1 DLL1 RBPJ PPP1R16B NOTCH1 KDR SETP18 NR2F2 LAMA5 HEY2 RAP1B TJP2 MESP1 ACVR1 PLOD3 RAPGEF1 RHOA VEZF1 HEG1 PTPRS HEY1 ID1 WNT7A MARVELD2 BMPER CD34 ACVR2B F2RL1 PECAM1 HAPLN2 ICAM1 SOX17 STARD13 SCUBE1 NOTCH4 S1PR1 MYADM RAB1B ACVRL1 PROX1 RHOB GPX1 EZR CTNNB1 SMAD4 SOX18 RAB1A BMP4 RAPGEF6 PDE4D RAP2B WNT7B RAP1A STK4 HOXB5 ENG GJA5 PRKD2 EDF1 PTN OVOL2 BMPR2 GSTM3 STC1 STK3 MSN RAPGEF2 CCM2 CSNK2B PDE2A DLL4 RAP2C KDM6B NRG1 TNMD MET COL18A1 TJP1 RDX SLC40A1 CLIC4 RAPGEF3 ARHGEF26 GJA4 MLLT4 GJA1 F11R FOXC2 JAG1	5.28949168671694e-06
GO_PLATELET_ACTIVATION	CD9 LCP2 SYK TRPC7 ACTB COL1A2 LCK LYN CLEC1B STXBP3 MYL9 GP5 GNA15 LAT DGKD PRKCE MERTK MYL12A PRKCA DGKQ STXBP1 COL3A1 DGKK GP1BB HRG TLN1 GNA12 P2RY12 PF4V1 FGA FGB HBB PF4 DGKH PTPN6 F8 TREML1 AKT1 FYN VAV3 ARRB2 PRKCH GNB1 ACTG1 GP1BA RAC1 DGKG CD40 ILK DGKA GNAQ C6orf25 ITPR2 GAS6 PDPN GP6 FCER1G DGKI TYRO3 F2RL3 GNG2 FGG PRKCQ ITGB3 SRF RHOA TRPC6 CX3CL1 AXL SLC7A11 MAPK3 DGKE TSPAN32 F2R DGKB GNA14 PIK3CG P2RY1 MYH9 PIK3CB ADRA2B GATA1 GNAS HSPB1 ITPR3 PRKCG ENTPD2 TRPC3 RAC2 PIK3R6 RHOG PRKCB PTPN11 VAV1 CLIC1 GP9 COL1A1 WNT3A ITPR1 METAP1 CNO ADRA2C ACTN1 VWF F2RL2 PDPK1 CSRP1 IL6 FLNA PRKCD PIK3CA SAA1 GNA13 RHOB CD40LG FIBP ADRA2A RAP2B SRC BLOC1S3 F5 PDGFRA ARRB1 VCL FZD6 PLEK GNA11 PLSCR1 MAPK1 PLCG2 YWHAZ RAF1 C1GALT1C1 ADAMTS13 PIK3R5 ITGA2B FERMT3 DGKZ VAV2 P2RX1 PIK3R1 F2	5.38576853505669e-06
GO_HEPARIN_BINDING	MMP7 SERPIND1 RSPO4 CRISPLD2 PF4V1 PLA2G5 LPA WISP1 ANGPTL3 GREM2 FGFR2 HRG PTN HBEGF TMEM184A CCL2 ADAMTS5 PF4 TNXB AAMP FGFRL1 LIPH FGFBP1 SERPINE2 FBLN7 LIPG RPL22 BSPH1 VTN FSTL1 AZU1 CXCL10 APOA5 ADAMTS1 COL25A1 FMOD APOH F11 ABI3BP CCL23 LAMC2 PAFAH1B1 SOST FGF12 PCOLCE2 FGF7 APP RSPO3 FGFBP3 SMOC2 CHRD CCL8 CYR61 WISP3 TGFBR3 CCL5 BMP7 VEGFA MSTN ZNF207 CECR1 ADAMTS15 ODZ1 MPO NOV SFRP1 IMPG2 CCDC80 APLP1 SLIT2 REG4 THBS3 C6orf25 SERPINC1 PTCH1 COL13A1 RSPO2 ADAMTS8 VEGFB FGF14 FGF4 HDGF LRPAP1 EPYC ZNF146 PRG2 CCL7 LPL NAV2 ANG FGF9 HSD17B12 C6orf15 FGF2 RPL29 SERPINA10 FGFR1 PLA2G2D FGFR4 MDK PCOLCE APOB KNG1 KAL1 NELL2 SERPINA5 SELL POSTN CEL FN1 COL5A3 PGF PCSK6 LIPC CCL15 SELP COL5A1 CXCL11 THBS2 THBS4 PDCD5 FGF10 ELANE CXCL6 NRP1 LTBP2 NRP2 COMP LOC100507050 APOE PTPRF FGF1 ADAMTS3 CTGF NDNF ADAMTSL5 SOD3 ABP1 SAA1 GPNMB OGN LIPI CLEC3B THBS1 SLIT1 SLIT3 CTSG RSPO1 ECM2 APLP2 CFH CXCL13 LTF PRELP BMP4 WISP2 LXN	5.85022398910585e-06
GO_ENDODERM_DEVELOPMENT	TGFB1 DUSP2 CTR9 FN1 PAF1 MMP9 DUSP4 LHX1 NOG BPTF EOMES NANOG GATA6 RTF1 HNF1B COL12A1 ITGA7 LAMC1 POU5F1 MMP2 INHBA VTN ITGA5 CDC73 EXT1 COL7A1 MMP8 COL11A1 COL8A1 FGF8 ITGA4 BMPR1A LEO1 MMP15 SOX7 ONECUT1 LAMB3 DUSP1 DUSP5 HOXC11 DKK1 CTNNB1 SMAD4 GDF3 GATA4 LOC100506013 EPB41L5 KIF16B SOX17 LAMB1 MIXL1 ITGAV SMAD3 ITGB5 TBX20 HHEX HSBP1 COL6A1 PAX9 SOX2 MED12 NODAL ARC SMAD2 HMGA2 MMP14 LAMA3 COL4A2 ITGB2 NOTCH1 NKX2-1	6.16914655452634e-06
